,0
lcd,32.73158153595472
pld,5.391686120245967
pld_path,17.78636288009108
asa_m2_g,74.59403260186842
asa_m2_cm3,37.72197745207274
void_fraction,135.62898335558646
pore_vol_cm3_g,98.07779390222483
density_g_cm3,5.193254333056075
uc_volume_A3,4.102720381245857
