MOF_id,MOF_name,VSA_Score,TSA_Score,CO2_VSA_capacity,CO2_TSA_capacity,CO2N2_actual_selectivity,PE_VSA_parasitic_energy,CO2_TSA_regen_heat,N2_ads_0.75bar,VSA_Rank,TSA_Rank
201,AWOFOI_clean,27.287782745008204,27.301185099341495,0.6545944334,0.6095477799000001,13.2,16.538,129.75,0.2667,95,98
109,APARAM_clean,27.269982513261958,29.20434981891407,0.7440093335,0.761867747,10.1,19.558,117.66,0.4456,96,80
181,AVIHOE_clean,27.14748693906281,27.19059993778391,0.6362093602,0.5940719118,13.7,16.422,132.85,0.2486,97,99
211,AXUHEH_clean,27.138863092868903,28.060996378260388,0.6737708319,0.6633624738,12.5,17.88,126.79,0.3158,98,92
123,AQOMEA01_clean,27.032995023479415,27.05462780092026,0.6739441468999999,0.6257727952,11.8,17.017,127.4,0.3049,99,100
37,AFITUF_clean,26.865585366290773,27.020243001102116,0.5971626994,0.5637332146,14.9,16.372,140.39,0.2162,100,101
8,ACAJIZ_clean,26.699317312078463,26.908894962704093,0.5878304264,0.5573681998000001,14.9,16.373,141.81,0.2121,101,102
62,AJAYIT_clean,26.693273060519974,27.46862443554732,0.5625215714,0.5625215714,15.8,16.105,141.92,0.1775,102,96
180,AVIHIY_clean,26.42903524601028,26.49468233431314,0.6058800444,0.5650194130999999,13.4,16.474,138.17,0.2428,103,104
78,ALOLOD_charged,26.340618576843916,26.5547682012452,0.6265449069000001,0.5890685731,12.4,17.043,135.17,0.2729,104,103
157,ATAYAX_clean,26.32911759536848,26.31466783997565,0.6729752217999999,0.6199234587,10.6,17.465,127.55,0.3437,105,109
163,ATEZIK_clean,26.3150520548264,26.11768819151445,0.6907822561,0.6282342572,9.9,17.574,124.78,0.3746,106,110
158,ATAYEB_clean,26.285582332570407,26.31737002775627,0.667212913,0.6165347952,10.7,17.375,128.06,0.335,107,108
240,BAZJIX_clean,26.241575152640973,26.106410843774775,0.6595695811,0.6026279409,10.9,17.183,129.69,0.3256,108,111
4,ABEXEN_clean,26.228089344628312,26.44882299003538,0.6498939308,0.6090176586,11.3,17.467,131.54,0.3122,109,107
1,ABAYIO_clean,26.11608515104843,26.466471490407724,0.6161414841,0.5847294771,12.6,17.436,137.89,0.2777,110,106
2,ABAYOU_clean,26.112835384997833,26.492045742619645,0.6208325566999999,0.5899801158,12.4,17.49,136.84,0.2838,111,105
239,BAZJET_clean,25.63564704702169,25.643813895251675,0.6211635531999999,0.5718065140999999,11.2,17.088,135.72,0.2982,112,112
193,AVUCEA_clean,25.3279868420725,25.321778277793083,0.6102887369,0.5601206529999999,11.0,17.072,137.63,0.2965,113,113
55,AGONAM_clean,25.075455515908107,25.198052424025192,0.5658295314999999,0.5258864322,12.1,16.876,146.77,0.2506,114,114
18,ADARAA_clean,24.996967541112568,25.07962187251987,0.5797776242999999,0.5356797791,11.5,17.069,144.0,0.2724,115,115
124,AQOMEA_clean,24.927870995826474,24.99003377247043,0.5964850762999999,0.5489958919,10.8,17.336,141.13,0.2966,116,116
48,AFOYOK_clean,24.864075152875735,24.8915051995732,0.5358275992,0.4944991705,12.7,16.485,153.29,0.225,117,118
24,ADATOQ_clean,24.80324363624757,24.949529455946546,0.5868371685,0.5435956215,10.9,17.312,142.42,0.2891,118,117
102,ANAWOD_clean,24.626053190914195,24.713964517927288,0.5373818856,0.49736902549999995,12.2,16.781,153.34,0.2363,119,119
208,AXIPEE_clean,24.59670965499418,24.698106010834373,0.46822586120000004,0.43907562080000007,14.6,16.171,171.29,0.1717,120,120
143,ASINAT_clean,24.3629996169182,24.464925814087348,0.596898637,0.5480329748999999,9.9,17.741,140.92,0.3255,121,121
50,AFUKIX_clean,24.216329200204925,24.25664398182878,0.5811889358000001,0.5309412167,10.1,17.54,144.28,0.3084,122,123
130,ARAFEF_clean,24.20177397340485,24.18437207656783,0.5729537645,0.5211333709,10.3,17.295,145.6,0.2975,123,126
120,AQEQIW_clean,24.173059917321336,24.215433306208887,0.5818964641,0.531376961,10.0,17.458,143.3,0.3115,124,124
75,ALOLET_charged,23.927973299773907,24.36174156281158,0.5244184685000001,0.49833961090000006,11.4,17.548,156.0,0.2504,125,122
38,AFIXAO_clean,23.900876901414566,24.197429736421633,0.5098150282,0.4795523648,11.8,17.337,160.7,0.2359,126,125
39,AFIXES_clean,23.82186414013962,24.164129159308363,0.5053320303,0.47746462970000003,11.8,17.379,161.53,0.2343,127,127
51,AFUPEX_clean,23.81788404445438,23.93035212845705,0.5208493696000001,0.47987902020000006,11.2,17.008,157.11,0.2488,128,129
197,AWAWUR_clean,23.606519836088598,24.010189084579377,0.5088930635,0.4818858182,11.4,17.659,160.3,0.2498,129,128
206,AXIPEE02_clean,23.565778083307713,23.651900052680123,0.4319950777,0.4021648037,13.4,16.401,184.35,0.1722,130,133
9,ACAJOF_clean,23.517158592902586,23.721019772408408,0.45137160719999997,0.4240385227,12.7,16.704,176.82,0.1892,131,130
147,ASIQIE_clean,23.4935829532689,23.70224479099103,0.4945884714,0.46026397890000004,11.4,17.16,164.6,0.2318,132,131
146,ASIQEA_clean,23.45482799290736,23.694722526957555,0.48924874040000005,0.4570129927,11.5,17.14,165.62,0.2283,133,132
135,AROFET_clean,23.436968155408906,23.571235770134816,0.5428663316000001,0.49758268710000003,10.0,17.619,152.48,0.2927,134,135
207,AXIPEE03_clean,23.431814232079624,23.49334783846253,0.4253322034,0.3945701051,13.3,16.393,187.22,0.1706,135,136
174,AVELUJ_clean,23.376906141090934,23.577130321263574,0.544989251,0.5020457091,9.8,17.622,151.12,0.2959,136,134
104,ANOMUM_clean,23.255970223624438,23.303043124035092,0.5659205758,0.5127178919000001,9.1,17.862,147.1,0.3323,137,138
165,ATIXAE_clean,23.20634879983519,23.356840945277447,0.4913376436,0.4530452064,11.0,17.193,165.73,0.24,138,137
175,AVEMAQ_clean,23.133503291730655,23.301781139527616,0.5234043392000001,0.48075615470000005,10.0,17.519,156.79,0.2788,139,139
101,ANAWIX_clean,23.07998464466057,23.195233829358735,0.4507711165,0.4163997525,11.9,16.912,178.71,0.2046,140,140
242,BELJIL_clean,23.031598901407925,23.158090045486365,0.3991907,0.3741064841,13.2,16.548,197.22,0.1613,141,141
139,ASACON_clean,22.947120659711935,23.072959256497715,0.4085008835,0.3811034742,12.8,16.725,194.14,0.172,142,143
