,Property,Optimized_Weight,Closeness_Sensitivity_Pct
0,Henry_CO2,0.07852272932171205,18.40061569448381
1,Qst_CO2,0.3283969243053546,20.939975931181458
2,Selectivity,0.12278219501051107,19.226118084803907
3,Qreg_TSA,0.11628883084692529,21.006105953303976
4,Qreg_VSA,0.35400932051549705,20.42718433622685
