Target,Feature,spearman_r,spearman_p
N2_Qst_Widom,ligand_LogP,-0.0919001061772927,0.15237738653839694
N2_Qst_Widom,ligand_n_heavy,-0.10802784091886382,0.09223687479280587
N2_Qst_Widom,ligand_n_aromatic_rings,-0.06701475440771121,0.29713311331952086
N2_Qst_Widom,ligand_n_carboxylate,-0.12117293718831092,0.05875363489557392
N2_Qst_Widom,ligand_n_N_hetero,0.07334932095929982,0.25370031517042374
N2_Qst_Widom,ligand_n_halogen,-0.04569134085333771,0.4774389568082178
N2_Qst_Widom,ligand_n_amino,-0.22507536220892013,0.00039514077077444426
N2_Qst_Widom,ligand_TPSA,-0.0928685516996658,0.14808427419462794
N2_Qst_Widom,metal_Cu,-0.24019282613741896,0.00015169851786269839
N2_Qst_Widom,metal_Mn,0.05047391769292224,0.4325241635136431
N2_Qst_Widom,metal_Ni,-0.012811422533677511,0.842183461308355
N2_Qst_Widom,metal_Other,0.20775319409998044,0.0010976097977471553
N2_Qst_Widom,metal_Zn,-0.06396644438137448,0.31969912818702695
N2_Qst_Widom,metal_Zr,-0.07969101535406208,0.21482936074286474
N2_Qst_Widom,topo_dia,-0.025660011963983365,0.6900187396794089
N2_Qst_Widom,topo_error,-0.05332496070168092,0.4069485851790966
N2_Qst_Widom,topo_lim,0.008008572338658058,0.9009530422097898
N2_Qst_Widom,topo_lvt,0.10264004785593346,0.10975787541801149
N2_Qst_Widom,topo_ntt,-0.2504424960177513,7.648258946088714e-05
N2_Qst_Widom,topo_pcu,-0.20955340746286433,0.0009906815934431657
N2_Qst_Widom,topo_pto,-0.23224859782108373,0.00025283330117226383
N2_Qst_Widom,topo_pts,0.08247129901549702,0.19920644068623206
N2_Qst_Widom,topo_tbo,0.01622249268599966,0.8009492502290835
N2_Qst_Widom,topo_tsy,0.1738261380251083,0.006487605935244849
N2_Qst_GCMC_flue_mean,LCD_A,-0.6576992125650531,1.2965851236508046e-31
N2_Qst_GCMC_flue_mean,PLD_A,-0.6434580974633101,6.467768508521077e-30
N2_Qst_GCMC_flue_mean,LFPD_A,-0.6523938824198602,5.701952613185753e-31
N2_Qst_GCMC_flue_mean,LCD_PLD_ratio,-0.18307302686377844,0.00411385687511061
N2_Qst_GCMC_flue_mean,pore_vol_cm3_g,0.6359808821529224,4.6424746580104157e-29
N2_Qst_GCMC_flue_mean,ASA_m2_cm3,-0.39406159667446405,1.7249836427794596e-10
N2_Qst_GCMC_flue_mean,ASA_m2_g,-0.6350185051063996,5.959604792551726e-29
