Target,Feature,spearman_r,spearman_p
N2_Qst_GCMC_flue_mean,NASA_m2_cm3,0.11438286328077885,0.07452118024308636
N2_Qst_GCMC_flue_mean,NASA_m2_g,0.11348501027034794,0.07684218752133042
N2_Qst_GCMC_flue_mean,void_fraction,-0.7309357964760277,4.883477134331808e-42
N2_Qst_GCMC_flue_mean,accessible_pore_vol,-0.1206916060684969,0.059772345361747775
N2_Qst_GCMC_flue_mean,has_oms,-0.24271196802133396,0.0001285457472101853
N2_Qst_GCMC_flue_mean,density_g_cm3,0.6359808821529224,4.6424746580104157e-29
N2_Qst_GCMC_flue_mean,uc_volume_A3,-0.4016669365178312,7.096379764870058e-11
N2_Qst_GCMC_flue_mean,C_mass_frac,-0.1070512932040358,0.09523525424454256
N2_Qst_GCMC_flue_mean,N_mass_frac,-0.10066832588792526,0.11678747504893637
N2_Qst_GCMC_flue_mean,O_mass_frac,0.08070307357700146,0.20904385591540003
N2_Qst_GCMC_flue_mean,catenation,-0.0490657240365169,0.44549017138236646
N2_Qst_GCMC_flue_mean,O_coord_ratio,-0.09891136735716644,0.12334308381058161
N2_Qst_GCMC_flue_mean,shortest_MM_dist,0.06538846537577868,0.3090370868849734
N2_Qst_GCMC_flue_mean,ligand_MW,-0.08215110069710413,0.20096245682328026
N2_Qst_GCMC_flue_mean,ligand_LogP,-0.06524142241304672,0.31012863163907983
N2_Qst_GCMC_flue_mean,ligand_n_heavy,-0.09112842499936642,0.1558651179025844
N2_Qst_GCMC_flue_mean,ligand_n_aromatic_rings,-0.04416709369577592,0.49226895498273193
N2_Qst_GCMC_flue_mean,ligand_n_carboxylate,-0.12047193937843112,0.060242072712865344
N2_Qst_GCMC_flue_mean,ligand_n_N_hetero,0.10991386561088036,0.08665961793687442
N2_Qst_GCMC_flue_mean,ligand_n_halogen,-0.004016872116410323,0.9502255038268798
N2_Qst_GCMC_flue_mean,ligand_n_amino,-0.24185305339703908,0.00013603982376061283
N2_Qst_GCMC_flue_mean,ligand_TPSA,-0.09141966687290773,0.15454179966371584
N2_Qst_GCMC_flue_mean,metal_Cu,-0.25450377317819384,5.7833785883402774e-05
N2_Qst_GCMC_flue_mean,metal_Mn,0.03534719973344558,0.5826778835960612
N2_Qst_GCMC_flue_mean,metal_Ni,-0.014046267142984925,0.8272002102283796
N2_Qst_GCMC_flue_mean,metal_Other,0.19958989498206758,0.001728703714433071
N2_Qst_GCMC_flue_mean,metal_Zn,-0.019189945203655093,0.7655163890072492
N2_Qst_GCMC_flue_mean,metal_Zr,-0.0824233298034858,0.19946879912696946
N2_Qst_GCMC_flue_mean,topo_dia,0.08522794968384785,0.18454761941955786
N2_Qst_GCMC_flue_mean,topo_error,-0.05267581990266396,0.41269156454377587
N2_Qst_GCMC_flue_mean,topo_lim,0.010883451203133443,0.865688910029386
N2_Qst_GCMC_flue_mean,topo_lvt,0.10034903753098214,0.11795815098031863
N2_Qst_GCMC_flue_mean,topo_ntt,-0.2567167885800656,4.9566426492428104e-05
N2_Qst_GCMC_flue_mean,topo_pcu,-0.16200777673070998,0.011263617800513593
N2_Qst_GCMC_flue_mean,topo_pto,-0.23594500815849673,0.00019977473831643945
N2_Qst_GCMC_flue_mean,topo_pts,0.07410681816033382,0.2488169624317077
N2_Qst_GCMC_flue_mean,topo_tbo,-0.007187184756786237,0.9110673402902814
N2_Qst_GCMC_flue_mean,topo_tsy,0.1635339022235858,0.010509110195706162
N2_ads_0.75bar,LCD_A,-0.22938576156388238,0.00030265705285042484
N2_ads_0.75bar,PLD_A,-0.2915664964609401,3.620372274520423e-06
N2_ads_0.75bar,LFPD_A,-0.2316265379972679,0.0002629602867349438
N2_ads_0.75bar,LCD_PLD_ratio,0.10103847960890733,0.1154416723623582
N2_ads_0.75bar,pore_vol_cm3_g,-0.07921977210658526,0.21756204428228926
N2_ads_0.75bar,ASA_m2_cm3,0.16895093630454003,0.00817913590391732
N2_ads_0.75bar,ASA_m2_g,0.13381548580965072,0.03671357268734735
N2_ads_0.75bar,NASA_m2_cm3,0.07599183010687247,0.23694959605858457
N2_ads_0.75bar,NASA_m2_g,0.07642584489694838,0.23427445421404433
N2_ads_0.75bar,void_fraction,-0.028873052987527226,0.6535837906772152
N2_ads_0.75bar,accessible_pore_vol,-0.03767614025485063,0.5580730753451397
N2_ads_0.75bar,has_oms,-0.06910074464926949,0.28231606064418185
N2_ads_0.75bar,density_g_cm3,-0.07921977210658526,0.21756204428228926
N2_ads_0.75bar,uc_volume_A3,-0.02355594821665618,0.7142777669444946
N2_ads_0.75bar,C_mass_frac,0.36388185100118364,4.717475559702407e-09
N2_ads_0.75bar,N_mass_frac,-0.230517790063879,0.0002819532768737416
N2_ads_0.75bar,O_mass_frac,-0.021662792626496435,0.7363539713278712
N2_ads_0.75bar,catenation,-0.07749948310247587,0.2277484246097956
N2_ads_0.75bar,O_coord_ratio,0.10391831652976768,0.10538110702591516
N2_ads_0.75bar,shortest_MM_dist,-0.008070353624731965,0.9001929127840969
N2_ads_0.75bar,ligand_MW,0.32017383813959743,3.208581001280799e-07
N2_ads_0.75bar,ligand_LogP,0.16296789394910324,0.010783563161559782
N2_ads_0.75bar,ligand_n_heavy,0.3224234158929353,2.622831151561048e-07
N2_ads_0.75bar,ligand_n_aromatic_rings,0.3827372318391693,6.212162173099565e-10
N2_ads_0.75bar,ligand_n_carboxylate,0.16131821176225125,0.011619938241039424
N2_ads_0.75bar,ligand_n_N_hetero,-0.052868908715152825,0.41097833125550554
N2_ads_0.75bar,ligand_n_halogen,-0.06139180877624241,0.33960429100525125
N2_ads_0.75bar,ligand_n_amino,-0.18282419525287075,0.004165753225170276
N2_ads_0.75bar,ligand_TPSA,0.18167031218454968,0.0044142054185552365
N2_ads_0.75bar,metal_Cu,-0.10353497266553567,0.10667897390500093
N2_ads_0.75bar,metal_Mn,0.009724342807817447,0.8798789645259426
N2_ads_0.75bar,metal_Ni,-0.02377061575244264,0.7117890523909417
N2_ads_0.75bar,metal_Other,0.10511896558262872,0.10139657398852743
N2_ads_0.75bar,metal_Zn,-0.03622199988361335,0.5733769355810108
N2_ads_0.75bar,metal_Zr,-0.039617859970870126,0.5379507620277888
N2_ads_0.75bar,topo_dia,0.07423082554606147,0.24802378925562227
N2_ads_0.75bar,topo_error,-0.2334244603127593,0.00023467626199677206
N2_ads_0.75bar,topo_lim,0.030596884887985523,0.6343624049053449
N2_ads_0.75bar,topo_lvt,0.052236506865746955,0.4166051256195459
N2_ads_0.75bar,topo_ntt,-0.08138953821089924,0.2051840146701793
N2_ads_0.75bar,topo_pcu,-0.11035316886035776,0.08540019135811533
N2_ads_0.75bar,topo_pto,-0.012526241464208835,0.8456520619590522
N2_ads_0.75bar,topo_pts,0.1232668375567826,0.0544873556785673
N2_ads_0.75bar,topo_tbo,0.07043443970858411,0.2731080622605786
N2_ads_0.75bar,topo_tsy,0.116809978406629,0.0685307286123674
Qst_diff_CO2_N2,LCD_A,-0.10399380608675612,0.10512699958832687
Qst_diff_CO2_N2,PLD_A,-0.2254326724801325,0.00038657616037862224
Qst_diff_CO2_N2,LFPD_A,-0.1002285751105852,0.11840219802839287
Qst_diff_CO2_N2,LCD_PLD_ratio,0.07939988926467553,0.21651464830184214
Qst_diff_CO2_N2,pore_vol_cm3_g,0.12943486323199416,0.043387552339714704
Qst_diff_CO2_N2,ASA_m2_cm3,-0.18611313556970016,0.0035252497375479887
Qst_diff_CO2_N2,ASA_m2_g,-0.20727181783902573,0.0011279473513052377
Qst_diff_CO2_N2,NASA_m2_cm3,0.3023977715857798,1.4905891387872038e-06
Qst_diff_CO2_N2,NASA_m2_g,0.30309784636453535,1.4057441601078036e-06
Qst_diff_CO2_N2,void_fraction,-0.25284273960400727,6.487387550833593e-05
Qst_diff_CO2_N2,accessible_pore_vol,-0.012774267845556141,0.8426351955139202
Qst_diff_CO2_N2,has_oms,-0.11097377903432362,0.08364608631444187
Qst_diff_CO2_N2,density_g_cm3,0.12943486323199416,0.043387552339714704
Qst_diff_CO2_N2,uc_volume_A3,0.0348579108714291,0.5879103702216428
Qst_diff_CO2_N2,C_mass_frac,0.036579293234409525,0.5695983899684116
Qst_diff_CO2_N2,N_mass_frac,0.02289292166653178,0.7219834490362984
Qst_diff_CO2_N2,O_mass_frac,-0.13371892502768357,0.036850730795178976
Qst_diff_CO2_N2,catenation,0.07344550086777243,0.25307662370881506
Qst_diff_CO2_N2,O_coord_ratio,-0.15520465704556116,0.01523905179349359
Qst_diff_CO2_N2,shortest_MM_dist,0.003856952416945808,0.9522047198232091
Qst_diff_CO2_N2,ligand_MW,0.1840279071967721,0.003920075033554132
Qst_diff_CO2_N2,ligand_LogP,0.10429562784577512,0.10411585505142706
Qst_diff_CO2_N2,ligand_n_heavy,0.1767829175851049,0.005621129542695052
Qst_diff_CO2_N2,ligand_n_aromatic_rings,0.17872613731707152,0.0051096970081831936
Qst_diff_CO2_N2,ligand_n_carboxylate,-0.050703544824196985,0.4304306457742251
Qst_diff_CO2_N2,ligand_n_N_hetero,0.12436679100725352,0.05235116178122221
Qst_diff_CO2_N2,ligand_n_halogen,0.10506598471544472,0.10156984741602569
Qst_diff_CO2_N2,ligand_n_amino,2.4802498161204176e-05,0.9996924650278589
Qst_diff_CO2_N2,ligand_TPSA,0.0521540968794665,0.41734167992979854
Qst_diff_CO2_N2,metal_Cu,-0.176499990612023,0.005699301850163749
Qst_diff_CO2_N2,metal_Mn,0.11422248650815132,0.07493153695499298
Qst_diff_CO2_N2,metal_Ni,-0.08813654026507353,0.1699578651456011
Qst_diff_CO2_N2,metal_Other,0.04797496696659044,0.45568286657354085
Qst_diff_CO2_N2,metal_Zn,0.02381404805746208,0.7112858966642083
Qst_diff_CO2_N2,metal_Zr,0.07969113055802333,0.21482869570872098
Qst_diff_CO2_N2,topo_dia,0.07629282443417973,0.23509208421889818
Qst_diff_CO2_N2,topo_error,-0.0963560248066326,0.13338279503974151
Qst_diff_CO2_N2,topo_lim,0.0006160449166241908,0.9923615563350563
Qst_diff_CO2_N2,topo_lvt,0.11363736011817763,0.07644427902692648
Qst_diff_CO2_N2,topo_ntt,-0.04269902590542334,0.5067812208706881
Qst_diff_CO2_N2,topo_pcu,-0.19810749932790553,0.0018738884357667354
Qst_diff_CO2_N2,topo_pto,-0.17064444190490086,0.007551616501055479
Qst_diff_CO2_N2,topo_pts,0.11710354404716193,0.06783361284226526
Qst_diff_CO2_N2,topo_tbo,0.04825685180222828,0.4530363389630251
Qst_diff_CO2_N2,topo_tsy,0.16206370131522338,0.011235146996254892
