Target,Feature,rank_avg,rf_importance,shap_mean_abs,rf_permutation
log10_CO2N2_actual_selectivity,PLD_A,3.0,0.059644436382061364,0.026034622,0.06724128577770076
log10_CO2N2_actual_selectivity,LFPD_A,4.0,0.07095265993193536,0.017096085,0.06578809095873292
log10_CO2N2_actual_selectivity,ASA_m2_g,7.333333333333333,0.029788190588197552,0.01921695,0.021409889537177186
log10_CO2N2_actual_selectivity,uc_volume_A3,8.0,0.025726529175755228,0.009957502,0.027721939676170905
log10_CO2N2_actual_selectivity,ASA_m2_cm3,9.0,0.027111872165563815,0.006228255,0.0292132510936148
log10_CO2N2_actual_selectivity,pore_vol_cm3_g,9.333333333333334,0.03691948287643548,0.014649258,0.014084739559188032
log10_CO2N2_actual_selectivity,C_mass_frac,10.0,0.02340304635309094,0.00799887,0.023778884193091553
log10_CO2N2_actual_selectivity,LCD_PLD_ratio,10.333333333333334,0.031647385817142444,0.00535779,0.022328943289355408
log10_CO2N2_actual_selectivity,O_mass_frac,10.666666666666666,0.02267178696522351,0.009005803,0.019826636925946127
log10_CO2N2_actual_selectivity,shortest_MM_dist,11.333333333333334,0.01672277138295677,0.010956074,0.015618505721103348
log10_CO2N2_actual_selectivity,ligand_MW,11.666666666666666,0.018210501133491673,0.008899479,0.01624723964006881
log10_CO2N2_actual_selectivity,ligand_LogP,13.666666666666666,0.01483295885989085,0.00626439,0.014200575317141816
log10_CO2N2_actual_selectivity,ligand_n_aromatic_rings,15.0,0.013519957719202284,0.0061917296,0.014197472595893202
log10_CO2N2_Henry_selectivity,void_fraction,1.0,0.28200448229601494,0.09084617,0.48466614932641006
log10_CO2N2_Henry_selectivity,PLD_A,2.3333333333333335,0.09934081573244649,0.04185038,0.14902492970600406
log10_CO2N2_Henry_selectivity,LCD_A,3.0,0.10222222348513559,0.023990864,0.09008799480131657
log10_CO2N2_Henry_selectivity,uc_volume_A3,6.0,0.02952294197322439,0.022839693,0.02402917998876051
log10_CO2N2_Henry_selectivity,ASA_m2_g,6.333333333333333,0.03566125548999638,0.028762264,0.01763278203544082
log10_CO2N2_Henry_selectivity,LFPD_A,6.666666666666667,0.09825256560668752,0.008622465,0.0899144684587079
log10_CO2N2_Henry_selectivity,shortest_MM_dist,8.333333333333334,0.023118881469130197,0.020437703,0.018624621568820488
log10_CO2N2_Henry_selectivity,ASA_m2_cm3,8.666666666666666,0.025140276281987277,0.011549732,0.019198535522063753
log10_CO2N2_Henry_selectivity,ligand_MW,9.0,0.020196429381159134,0.013744231,0.019650737269965614
log10_CO2N2_Henry_selectivity,pore_vol_cm3_g,10.0,0.029569551560293745,0.018593367,0.012191136678225346
log10_CO2N2_Henry_selectivity,C_mass_frac,11.666666666666666,0.019793215310296687,0.010535362,0.017526006874978108
log10_CO2N2_Henry_selectivity,catenation,12.666666666666666,0.020980709467266143,0.004155932,0.01935065814544006
log10_CO2N2_Henry_selectivity,ligand_LogP,13.666666666666666,0.01848390313057797,0.0072744177,0.01712057746711989
log10_CO2N2_Henry_selectivity,O_mass_frac,14.0,0.016542491645601145,0.009833592,0.012419825838580067
log10_CO2N2_Henry_selectivity,LCD_PLD_ratio,15.333333333333334,0.021913760006762276,0.0051018065,0.012126356352887103
log10_PE_VSA_parasitic_energy,void_fraction,1.0,0.44791712166516107,0.015579158,0.6267203770034357
log10_PE_VSA_parasitic_energy,LFPD_A,2.3333333333333335,0.07408542953869132,0.0066575883,0.11244649611947977
log10_PE_VSA_parasitic_energy,PLD_A,4.333333333333333,0.0455911356473731,0.007403257,0.06355160486545734
log10_PE_VSA_parasitic_energy,LCD_A,5.0,0.052481609131340284,0.003412255,0.06654651756954073
log10_PE_VSA_parasitic_energy,pore_vol_cm3_g,5.0,0.06335081017252497,0.005173204,0.025199941008245085
log10_PE_VSA_parasitic_energy,ASA_m2_g,5.333333333333333,0.04727150785626543,0.0043750205,0.027099857564785657
log10_PE_VSA_parasitic_energy,C_mass_frac,9.333333333333334,0.028055494200295277,0.00086090894,0.026410733589678458
log10_PE_VSA_parasitic_energy,uc_volume_A3,9.666666666666666,0.021702786428192525,0.0024948316,0.0201372736524698
log10_PE_VSA_parasitic_energy,ligand_LogP,10.0,0.018528897504097523,0.0025178832,0.020075656848598668
log10_PE_VSA_parasitic_energy,ligand_n_aromatic_rings,10.333333333333334,0.013023781996842069,0.003918669,0.0200222592416054
log10_PE_VSA_parasitic_energy,ASA_m2_cm3,11.333333333333334,0.022985792543397193,0.001432741,0.015775585062698095
log10_PE_VSA_parasitic_energy,O_mass_frac,12.666666666666666,0.013380465440696553,0.0015406207,0.011246442267514112
log10_PE_VSA_parasitic_energy,shortest_MM_dist,13.0,0.012261995075024158,0.0029493799,0.010807723130889091
log10_PE_VSA_parasitic_energy,metal_Mn,14.666666666666666,0.01004208703162519,0.00082061917,0.018642498672071784
log10_PE_VSA_parasitic_energy,ligand_MW,14.666666666666666,0.012634267895825665,0.0012158965,0.01011188710315718
N2_Qst_Widom,void_fraction,1.0,0.3545955174922337,1.223595,0.6708710660446833
N2_Qst_Widom,PLD_A,2.0,0.07570293203532115,0.35934347,0.1020114627189272
N2_Qst_Widom,LCD_A,3.6666666666666665,0.06875368330586397,0.23597208,0.06582132570230796
N2_Qst_Widom,pore_vol_cm3_g,3.6666666666666665,0.07205350534145386,0.33618456,0.03754055045824052
N2_Qst_Widom,LFPD_A,4.666666666666667,0.06004590434454231,0.2123746,0.06430715563431764
N2_Qst_Widom,uc_volume_A3,8.0,0.02443234773462583,0.15969782,0.02073560411084833
N2_Qst_Widom,ASA_m2_cm3,8.333333333333334,0.028136113394765547,0.116202906,0.028328245951039877
N2_Qst_Widom,LCD_PLD_ratio,9.333333333333334,0.023739032907299295,0.14294305,0.017488705808728446
N2_Qst_Widom,topo_pcu,9.333333333333334,0.021311215449582005,0.092526376,0.030166158883923044
N2_Qst_Widom,shortest_MM_dist,11.666666666666666,0.019943456109834053,0.1209306,0.016243142695869073
N2_Qst_Widom,ASA_m2_g,13.0,0.019245030708060565,0.13554808,0.008889582069533497
N2_Qst_Widom,C_mass_frac,13.0,0.020778999357885325,0.050100204,0.0182059074288342
N2_Qst_Widom,topo_dia,13.0,0.016059184635453673,0.054195963,0.025918920804474378
N2_Qst_Widom,ligand_MW,13.666666666666666,0.016714128614428326,0.068439305,0.012547176319210429
N2_Qst_Widom,O_mass_frac,15.0,0.011513652408107594,0.12389999,0.007859164214186276
N2_Qst_GCMC_flue_mean,void_fraction,1.0,0.45289787657959196,1.2261682,0.8322858858680048
N2_Qst_GCMC_flue_mean,LCD_A,2.6666666666666665,0.07564808194740928,0.26518145,0.06901167502366937
N2_Qst_GCMC_flue_mean,PLD_A,3.6666666666666665,0.048248522516417564,0.40176818,0.046956522419903224
N2_Qst_GCMC_flue_mean,pore_vol_cm3_g,3.6666666666666665,0.07263160563085154,0.29337996,0.028690177536760442
N2_Qst_GCMC_flue_mean,LFPD_A,6.666666666666667,0.0495287075823488,0.09819647,0.045412782090885985
N2_Qst_GCMC_flue_mean,LCD_PLD_ratio,8.0,0.02554973509782781,0.112397,0.018926587593913646
N2_Qst_GCMC_flue_mean,uc_volume_A3,8.333333333333334,0.021632636704507397,0.17941837,0.017172885848325103
N2_Qst_GCMC_flue_mean,C_mass_frac,8.666666666666666,0.02260694726306749,0.10259432,0.02216125978266057
N2_Qst_GCMC_flue_mean,ASA_m2_cm3,9.666666666666666,0.025092383918824443,0.065065876,0.017405390153317345
N2_Qst_GCMC_flue_mean,shortest_MM_dist,10.0,0.017265995557558082,0.12509695,0.01400035582985124
N2_Qst_GCMC_flue_mean,O_mass_frac,11.333333333333334,0.012747495467421112,0.13380152,0.010896510890280408
N2_Qst_GCMC_flue_mean,ASA_m2_g,11.666666666666666,0.014876457273087505,0.15419212,0.007126942748466936
N2_Qst_GCMC_flue_mean,ligand_MW,15.333333333333334,0.011114652986714237,0.04428482,0.007269200548969868
N2_Qst_GCMC_flue_mean,ligand_TPSA,15.666666666666666,0.014812482858415806,0.01937268,0.010468291188736979
N2_Qst_GCMC_flue_mean,ligand_n_aromatic_rings,16.333333333333332,0.011155379036507629,0.018041546,0.011426732195367684
N2_ads_0.75bar,LCD_A,1.0,0.15012752677165223,0.03214943,0.3481465293834695
N2_ads_0.75bar,C_mass_frac,2.3333333333333335,0.12660530292750197,0.015747592,0.16455602191039534
N2_ads_0.75bar,ligand_n_aromatic_rings,2.6666666666666665,0.07003118455604232,0.016272236,0.0804662083298705
N2_ads_0.75bar,PLD_A,4.666666666666667,0.053295675461912016,0.015705483,0.06300110438926276
N2_ads_0.75bar,LFPD_A,6.333333333333333,0.06612421576269079,0.0053988495,0.07941139335120194
N2_ads_0.75bar,shortest_MM_dist,7.0,0.048917399188542626,0.008829595,0.04071773129824734
N2_ads_0.75bar,ASA_m2_g,7.333333333333333,0.04833061234571309,0.0066151023,0.04992785537389873
N2_ads_0.75bar,pore_vol_cm3_g,8.0,0.04318163961641114,0.010536748,0.032018838499143956
N2_ads_0.75bar,void_fraction,8.0,0.038148299836212096,0.008971115,0.042047349415159405
N2_ads_0.75bar,ligand_MW,10.333333333333334,0.04157266391207467,0.0048682634,0.03274629492139791
N2_ads_0.75bar,ASA_m2_cm3,12.0,0.03089876082403989,0.0064068357,0.023907655848403077
N2_ads_0.75bar,N_mass_frac,12.0,0.03035194259078405,0.0047577713,0.03393907698052702
N2_ads_0.75bar,uc_volume_A3,12.666666666666666,0.02588032053601119,0.007587413,0.018926648271942025
N2_ads_0.75bar,LCD_PLD_ratio,14.333333333333334,0.03247349787911831,0.003969676,0.02199427866257684
N2_ads_0.75bar,ligand_LogP,15.666666666666666,0.023929975483957824,0.0040856726,0.017149256797112034
Qst_diff_CO2_N2,ASA_m2_g,1.6666666666666667,0.08881594349912253,0.3992936,0.11932834139054727
Qst_diff_CO2_N2,catenation,3.3333333333333335,0.11853963187098074,0.15626429,0.2064066949472076
Qst_diff_CO2_N2,LFPD_A,4.666666666666667,0.07836602350365605,0.19559555,0.07374673144441402
Qst_diff_CO2_N2,uc_volume_A3,5.333333333333333,0.0432213106714984,0.3212472,0.04772541159759534
Qst_diff_CO2_N2,LCD_A,5.666666666666667,0.08863597545376958,0.13670067,0.08698211095426994
Qst_diff_CO2_N2,void_fraction,5.666666666666667,0.03789187364894507,0.3586938,0.05860860663219516
Qst_diff_CO2_N2,NASA_m2_g,6.333333333333333,0.06905131583716478,0.14524089,0.06315847400315389
Qst_diff_CO2_N2,shortest_MM_dist,6.666666666666667,0.03868591602713779,0.23587805,0.042612766715266114
Qst_diff_CO2_N2,O_mass_frac,9.666666666666666,0.034654683166563886,0.14510924,0.03860898629212843
Qst_diff_CO2_N2,PLD_A,11.0,0.025525679103416927,0.20583834,0.02606606753214119
Qst_diff_CO2_N2,ligand_MW,11.333333333333334,0.021701443775075553,0.19333111,0.03275571392484731
Qst_diff_CO2_N2,LCD_PLD_ratio,12.666666666666666,0.03423711658724411,0.062801324,0.028856756677126227
Qst_diff_CO2_N2,ligand_LogP,13.0,0.03896945200130069,0.05256914,0.025445083466585694
Qst_diff_CO2_N2,C_mass_frac,13.333333333333334,0.027866513639867037,0.09143167,0.022253647793554387
Qst_diff_CO2_N2,ASA_m2_cm3,14.0,0.02755213632461046,0.1066618,0.017888124389059578
