Target,Feature,beta_std,semipartial,p_value
log10_PE_VSA_parasitic_energy,topo_lvt,-0.05390271850370407,-0.04633061341498437,0.13832842919045013
log10_PE_VSA_parasitic_energy,topo_ntt,0.08949307088214711,0.04714362047743349,0.13150302468744324
log10_PE_VSA_parasitic_energy,topo_pcu,0.173621583737804,0.1253744568607378,4.4164662151168896e-05
log10_PE_VSA_parasitic_energy,topo_pto,0.006743022841544495,0.00444980321650599,0.8871202968029244
log10_PE_VSA_parasitic_energy,topo_pts,-0.07741013769928815,-0.05813071300361628,0.06253012096467858
log10_PE_VSA_parasitic_energy,topo_tbo,0.03055070426983543,0.0228446601491977,0.46586674356372015
log10_PE_VSA_parasitic_energy,topo_tsy,-0.009922817556714474,-0.008261530748749564,0.7921190847371576
N2_Qst_Widom,LCD_A,-0.05686264208168873,-0.0051419489446180135,0.9031134078508769
N2_Qst_Widom,PLD_A,0.08203063253568854,0.011065751592198409,0.7933322624945467
N2_Qst_Widom,LFPD_A,-0.24611452535160383,-0.028965918316741564,0.49263091446721186
N2_Qst_Widom,LCD_PLD_ratio,0.19922746536662375,0.0509756015836174,0.22666003705120952
N2_Qst_Widom,pore_vol_cm3_g,-0.044852647072790845,-0.026366814251225952,0.532299349864218
N2_Qst_Widom,ASA_m2_cm3,0.1356876534765542,0.03875310711018419,0.35840965391083723
N2_Qst_Widom,ASA_m2_g,-0.07766245436433111,-0.01588746408244519,0.7067854887054065
N2_Qst_Widom,NASA_m2_cm3,-0.2894227208883648,-0.030453761355836103,0.47065162311315767
N2_Qst_Widom,NASA_m2_g,0.4041543151681398,0.03885270884980309,0.3571730180197705
N2_Qst_Widom,void_fraction,-0.7371089456043226,-0.13067865066329276,0.0017344291812397361
N2_Qst_Widom,accessible_pore_vol,0.03024092970146565,0.024060774756776038,0.5687904064779588
N2_Qst_Widom,has_oms,0.008338003027449498,0.006655185581166375,0.8748072153210307
N2_Qst_Widom,density_g_cm3,-0.044852647072791255,-0.02636681425122614,0.5322993498642152
N2_Qst_Widom,uc_volume_A3,0.027325270662911266,0.011564744759137895,0.7842367649057987
N2_Qst_Widom,C_mass_frac,-0.01405680426048445,-0.009168636052473488,0.8281576322345471
N2_Qst_Widom,N_mass_frac,-0.009968064674656593,-0.00401812423649992,0.9242167821254431
N2_Qst_Widom,O_mass_frac,-0.2092228534946708,-0.08814795466837584,0.03586456406619228
N2_Qst_Widom,catenation,0.04268274989221772,0.03571399275897577,0.39741917390846704
N2_Qst_Widom,O_coord_ratio,0.2392051661792216,0.07497508779048985,0.07473494447369232
N2_Qst_Widom,shortest_MM_dist,-0.024877137149819893,-0.017387646044211256,0.6805504432128844
N2_Qst_Widom,ligand_MW,-1.0195049486155938,-0.053473858563775026,0.20462052279870127
N2_Qst_Widom,ligand_LogP,-0.0592000902858479,-0.015331166445394591,0.7166045252001532
N2_Qst_Widom,ligand_n_heavy,1.0133964368269068,0.04695767384480611,0.2655373978980746
N2_Qst_Widom,ligand_n_aromatic_rings,0.16650887656495394,0.039932198157422924,0.3439417956831764
N2_Qst_Widom,ligand_n_carboxylate,-0.2146068048682598,-0.07288767312815533,0.08325836015559607
N2_Qst_Widom,ligand_n_N_hetero,-0.03165183753151482,-0.01646162052097274,0.6967017722939692
N2_Qst_Widom,ligand_n_halogen,0.06956834402690772,0.04836313192529299,0.25145070954700216
N2_Qst_Widom,ligand_n_amino,-0.10192783840263664,-0.027977944537323655,0.5075220236195668
N2_Qst_Widom,ligand_TPSA,0.06050121733089571,0.00992434406642295,0.8142408018852232
N2_Qst_Widom,metal_Cu,-0.06955750752565443,-0.03452618620749989,0.4133311051638442
N2_Qst_Widom,metal_Mn,0.0382947067545567,0.02853988829997891,0.49902355067247395
N2_Qst_Widom,metal_Ni,-0.052898906914698306,-0.041290946067025894,0.3277353521042643
N2_Qst_Widom,metal_Other,0.06071938191937499,0.02686644105032357,0.52455114600989
N2_Qst_Widom,metal_Zn,0.005349604608526683,0.002962365147102333,0.9440906204213159
N2_Qst_Widom,metal_Zr,0.044554986090093375,0.02485606993157194,0.5560724355237279
N2_Qst_Widom,topo_dia,-0.15011457229386901,-0.1276902070779624,0.002221412096298617
N2_Qst_Widom,topo_error,-0.10240919397408918,-0.08480318961840087,0.04359271896714721
N2_Qst_Widom,topo_lim,0.013668220037805046,0.011982539171353626,0.7766437097981101
N2_Qst_Widom,topo_lvt,0.06788335047576619,0.05838814125372167,0.1658629899783424
N2_Qst_Widom,topo_ntt,-0.006052738291352555,-0.0032068593855989077,0.9394846813864159
N2_Qst_Widom,topo_pcu,-0.23213776335633896,-0.16773467674020767,5.0314852844541034e-05
N2_Qst_Widom,topo_pto,-0.0003732838926541193,-0.000246347149490603,0.9953468791326894
N2_Qst_Widom,topo_pts,0.10961245105778913,0.08223823843639098,0.05042485736762938
N2_Qst_Widom,topo_tbo,0.09749930471775599,0.07245865470341933,0.08510344412899055
N2_Qst_Widom,topo_tsy,0.0911112617586305,0.07525852914158968,0.07363417258676853
N2_Qst_GCMC_flue_mean,LCD_A,0.22166545080182148,0.02002688598654558,0.5455931376505869
N2_Qst_GCMC_flue_mean,PLD_A,-0.18749386171926924,-0.02525969711005597,0.4457594576255687
N2_Qst_GCMC_flue_mean,LFPD_A,-0.11330295255061118,-0.013345370608606431,0.6872159174321806
N2_Qst_GCMC_flue_mean,LCD_PLD_ratio,0.05287445963689634,0.013573184811531573,0.6821637314731934
N2_Qst_GCMC_flue_mean,pore_vol_cm3_g,-0.02393336281297253,-0.014076794517372766,0.6710456004143845
N2_Qst_GCMC_flue_mean,ASA_m2_cm3,0.19919928376250495,0.056591810174539105,0.08663321134350527
N2_Qst_GCMC_flue_mean,ASA_m2_g,-0.10017943481292987,-0.02048130294602932,0.5365070866102418
N2_Qst_GCMC_flue_mean,NASA_m2_cm3,-0.3568284066409898,-0.037474042281948255,0.2575415296622489
N2_Qst_GCMC_flue_mean,NASA_m2_g,0.51790695208734,0.04961141919144352,0.13341173751742388
N2_Qst_GCMC_flue_mean,void_fraction,-0.9241583148655026,-0.1580057381943828,8.959373355141285e-07
N2_Qst_GCMC_flue_mean,accessible_pore_vol,0.01273251635191306,0.010136380558502921,0.7597624897228705
N2_Qst_GCMC_flue_mean,has_oms,-0.013803283771159316,-0.011015048647750575,0.7396571764583688
N2_Qst_GCMC_flue_mean,density_g_cm3,-0.023933362812972397,-0.014076794517372662,0.6710456004143868
N2_Qst_GCMC_flue_mean,uc_volume_A3,-0.046965448192388154,-0.0198626614385524,0.548895335853461
N2_Qst_GCMC_flue_mean,C_mass_frac,0.08864254926628312,0.057384252429245844,0.08227988011531501
N2_Qst_GCMC_flue_mean,N_mass_frac,0.03628483706340404,0.014619540457504902,0.6591430193335321
N2_Qst_GCMC_flue_mean,O_mass_frac,-0.20352429846294395,-0.08524457360599208,0.009503858546765437
N2_Qst_GCMC_flue_mean,catenation,0.10238520723768091,0.08440422909091393,0.01024716503671218
N2_Qst_GCMC_flue_mean,O_coord_ratio,0.24975102524356163,0.07780426649594031,0.018097753965476315
N2_Qst_GCMC_flue_mean,shortest_MM_dist,-0.029528942172364556,-0.020627593683684137,0.5335981683127187
N2_Qst_GCMC_flue_mean,ligand_MW,-0.3306248895731014,-0.017400179355449127,0.5995501693613308
N2_Qst_GCMC_flue_mean,ligand_LogP,0.075506387851125,0.0195433484255597,0.5553439106989403
N2_Qst_GCMC_flue_mean,ligand_n_heavy,0.00468577982790952,0.0002178070658423944,0.9947579465592004
N2_Qst_GCMC_flue_mean,ligand_n_aromatic_rings,0.2660740627915763,0.06336062112775177,0.05483256054213358
N2_Qst_GCMC_flue_mean,ligand_n_carboxylate,-0.1263682951412459,-0.04306100698686538,0.1930172700342367
N2_Qst_GCMC_flue_mean,ligand_n_N_hetero,-0.0008612885483823829,-0.00044811467489379303,0.9892152862451251
N2_Qst_GCMC_flue_mean,ligand_n_halogen,0.0828615661478162,0.057356896347468496,0.08242717186118252
N2_Qst_GCMC_flue_mean,ligand_n_amino,-0.09561518217694648,-0.026232711781744956,0.4284063315219422
N2_Qst_GCMC_flue_mean,ligand_TPSA,0.17482832962446274,0.028627853503584846,0.38739075364499964
N2_Qst_GCMC_flue_mean,metal_Cu,-0.08376877579810901,-0.041485274937838636,0.20988677176208662
N2_Qst_GCMC_flue_mean,metal_Mn,0.008532864898549288,0.00636605386711531,0.8477138125127941
N2_Qst_GCMC_flue_mean,metal_Ni,-0.04952714728949202,-0.03861956168575934,0.24323073523411737
N2_Qst_GCMC_flue_mean,metal_Other,0.009372208115313963,0.004150999612334047,0.9003539086029351
N2_Qst_GCMC_flue_mean,metal_Zn,0.05579613536542176,0.030829997754826966,0.3518588695176935
N2_Qst_GCMC_flue_mean,metal_Zr,0.07982125795505093,0.04436674770378856,0.17980515237021052
N2_Qst_GCMC_flue_mean,topo_dia,0.015313296144312025,0.013332507349522314,0.687501599565902
N2_Qst_GCMC_flue_mean,topo_error,-0.09627775165157276,-0.07937436567355992,0.01586458872869778
N2_Qst_GCMC_flue_mean,topo_lim,0.011804266965500701,0.01034801996710058,0.754904515189168
N2_Qst_GCMC_flue_mean,topo_lvt,0.08323156532195403,0.07109580073929572,0.03098504443947761
N2_Qst_GCMC_flue_mean,topo_ntt,0.021984467401897696,0.011644333145737776,0.725364994622363
N2_Qst_GCMC_flue_mean,topo_pcu,-0.14723444391735996,-0.10789088092848802,0.0009680993819552276
N2_Qst_GCMC_flue_mean,topo_pto,0.007577036723844716,0.005000146260197848,0.88010980126807
N2_Qst_GCMC_flue_mean,topo_pts,0.09907234469277698,0.07409871911951821,0.024478072085149797
N2_Qst_GCMC_flue_mean,topo_tbo,0.07652841892944355,0.05687359430210027,0.08506453805412387
N2_Qst_GCMC_flue_mean,topo_tsy,0.07141437215233554,0.05898996866262048,0.07399872305439377
N2_ads_0.75bar,LCD_A,0.8388519166031789,0.07542872748329457,0.13425830191583027
N2_ads_0.75bar,PLD_A,-0.9188587216161208,-0.12212522536524074,0.014851469208210167
N2_ads_0.75bar,LFPD_A,0.2440085103441123,0.028728747717891485,0.5693734165237732
N2_ads_0.75bar,LCD_PLD_ratio,-0.3385608897668097,-0.08630255383613299,0.08635957919015162
N2_ads_0.75bar,pore_vol_cm3_g,-0.18073914212933617,-0.10517937492798683,0.03627299179107498
N2_ads_0.75bar,ASA_m2_cm3,0.45807638604371326,0.12892823722695712,0.010055116095786867
N2_ads_0.75bar,ASA_m2_g,0.21703356446307437,0.044327945280350695,0.37971697301988216
N2_ads_0.75bar,NASA_m2_cm3,-0.47820554770322343,-0.05025786230275239,0.3191496328467482
N2_ads_0.75bar,NASA_m2_g,0.6544070562271673,0.06279834399400823,0.21288611493555307
N2_ads_0.75bar,void_fraction,-1.0701458071636685,-0.18757923047878852,0.0001560457397633246
N2_ads_0.75bar,accessible_pore_vol,0.014383141263292917,0.01145166683559873,0.8206396419192195
N2_ads_0.75bar,has_oms,-0.0733747422569998,-0.05837123211873761,0.24705154572953034
N2_ads_0.75bar,density_g_cm3,-0.18073914212933795,-0.10517937492798764,0.03627299179107353
N2_ads_0.75bar,uc_volume_A3,-0.08676760503458351,-0.03668014919889716,0.4674457003482181
N2_ads_0.75bar,C_mass_frac,0.1673181415427547,0.10787960817683098,0.03169494262850053
N2_ads_0.75bar,N_mass_frac,0.08063903644393089,0.0324722928530625,0.5201012843290345
N2_ads_0.75bar,O_mass_frac,-0.21773569068448656,-0.09198084903207736,0.06744594002096564
N2_ads_0.75bar,catenation,-0.009584043853123485,-0.008033306513120566,0.8736375954232887
N2_ads_0.75bar,O_coord_ratio,0.39146874595919634,0.12185426978991123,0.015078252147209006
N2_ads_0.75bar,shortest_MM_dist,-0.010962255582250419,-0.00766480945968742,0.8793889090074148
N2_ads_0.75bar,ligand_MW,-0.6248032480183375,-0.03286990859902783,0.5149990787189429
N2_ads_0.75bar,ligand_LogP,0.30948769243514307,0.0796688870079964,0.11359828560766057
N2_ads_0.75bar,ligand_n_heavy,-0.3148009864180893,-0.014629651299971675,0.7720819478130321
N2_ads_0.75bar,ligand_n_aromatic_rings,0.44404507362565665,0.1055464330848157,0.03561957623205389
N2_ads_0.75bar,ligand_n_carboxylate,-0.052488371299541814,-0.017956971281009308,0.7221778975034916
N2_ads_0.75bar,ligand_n_N_hetero,0.002526263681947076,0.001314372998316146,0.9792409588534137
N2_ads_0.75bar,ligand_n_halogen,0.03407319307652265,0.023752993478127673,0.6380920542331461
N2_ads_0.75bar,ligand_n_amino,-0.16094947091346912,-0.04414221756999958,0.38172068872302756
N2_ads_0.75bar,ligand_TPSA,0.5697061889786011,0.09266535211387195,0.06541412360427008
N2_ads_0.75bar,metal_Cu,-0.18320603102860514,-0.09035116300111098,0.07249121555635889
N2_ads_0.75bar,metal_Mn,-0.001261753051528934,-0.0009414341918697764,0.9851302964618116
N2_ads_0.75bar,metal_Ni,-0.07302214253676209,-0.0569526068145414,0.2587646879490479
N2_ads_0.75bar,metal_Other,-0.05287444058054063,-0.023406559887187237,0.64300309686191
N2_ads_0.75bar,metal_Zn,0.08189235950551621,0.04525654046365807,0.36979544048880775
N2_ads_0.75bar,metal_Zr,0.17932881268121043,0.09914924268582778,0.04854395827904189
N2_ads_0.75bar,topo_dia,0.10879954540866751,0.093931781298014,0.0617870978153033
N2_ads_0.75bar,topo_error,-0.14565819289652218,-0.1201097353606722,0.01661216650422271
N2_ads_0.75bar,topo_lim,0.03994185544862584,0.03498047613661576,0.4883545663999104
N2_ads_0.75bar,topo_lvt,0.15108914604945461,0.12843364621268585,0.010350732135287246
N2_ads_0.75bar,topo_ntt,-0.001087371748677346,-0.0005761190821498576,0.9909000247971811
N2_ads_0.75bar,topo_pcu,-0.24486398372407442,-0.17851853116417063,0.00032777212559547265
N2_ads_0.75bar,topo_pto,0.010565519555371676,0.006972334881647048,0.8902135649695084
N2_ads_0.75bar,topo_pts,0.045898803516470764,0.03472982877785593,0.4914797403129464
N2_ads_0.75bar,topo_tbo,0.12898950972360934,0.09570170917157883,0.0569963683779438
N2_ads_0.75bar,topo_tsy,0.02600113637688188,0.02164174659523837,0.6682582545805
Qst_diff_CO2_N2,LCD_A,0.1594123910899377,0.014412887307919876,0.7771186129175405
Qst_diff_CO2_N2,PLD_A,0.2736127754120204,0.03686715204940593,0.4687598943373489
Qst_diff_CO2_N2,LFPD_A,-0.09244266248916433,-0.010891552523780547,0.83062043232835
Qst_diff_CO2_N2,LCD_PLD_ratio,0.347017352328054,0.08843608343405528,0.0812511451196474
Qst_diff_CO2_N2,pore_vol_cm3_g,-0.11678516895299207,-0.06840577390111643,0.17814591467130894
Qst_diff_CO2_N2,ASA_m2_cm3,0.3047925466621839,0.08659537089763009,0.08783873382399793
Qst_diff_CO2_N2,ASA_m2_g,-0.4632117928550734,-0.09397264653310124,0.06380299048409577
Qst_diff_CO2_N2,NASA_m2_cm3,-0.6057597378235848,-0.06357121364302058,0.2109605304215494
Qst_diff_CO2_N2,NASA_m2_g,0.8186582094853245,0.07839477016199631,0.12253308414008877
Qst_diff_CO2_N2,void_fraction,-0.6725858463295453,-0.12049282095811815,0.017152542610590345
Qst_diff_CO2_N2,accessible_pore_vol,0.007920330356556024,0.0063066380227490195,0.90142996105573
Qst_diff_CO2_N2,has_oms,0.011932527650063564,0.009524000254131377,0.8516252379327354
Qst_diff_CO2_N2,density_g_cm3,-0.1167851689529906,-0.06840577390111545,0.17814591467131527
Qst_diff_CO2_N2,uc_volume_A3,-0.13690007665093804,-0.05776148366579476,0.25586805140927543
Qst_diff_CO2_N2,C_mass_frac,0.1240031885082622,0.08037958568368216,0.1132909999501411
Qst_diff_CO2_N2,N_mass_frac,0.04427577494083522,0.017842413531653695,0.7259991199880261
Qst_diff_CO2_N2,O_mass_frac,-0.18839374382117044,-0.07976204096469146,0.11610619725562134
Qst_diff_CO2_N2,catenation,0.23588422940376835,0.1905883382771622,0.00013768711062235348
Qst_diff_CO2_N2,O_coord_ratio,0.2395967008764654,0.07528391016027208,0.13818104913342052
Qst_diff_CO2_N2,shortest_MM_dist,-0.07445036470499766,-0.05192152617439857,0.3072484918611527
Qst_diff_CO2_N2,ligand_MW,-0.15055086813490204,-0.007928259976519565,0.8762665660944058
Qst_diff_CO2_N2,ligand_LogP,0.068549686985758,0.017752907907352535,0.7273190927448312
Qst_diff_CO2_N2,ligand_n_heavy,-0.008763836790738222,-0.0004073655925649345,0.9936169608212517
Qst_diff_CO2_N2,ligand_n_aromatic_rings,0.3197063392445189,0.07640682103980889,0.13236528929967067
Qst_diff_CO2_N2,ligand_n_carboxylate,-0.1047791597635001,-0.03581288970082478,0.48158610885403086
Qst_diff_CO2_N2,ligand_n_N_hetero,0.08264582710374341,0.04292190919864728,0.39884576479592937
Qst_diff_CO2_N2,ligand_n_halogen,0.09972828395626898,0.06923488405297021,0.1729194769422233
Qst_diff_CO2_N2,ligand_n_amino,-0.059864167660608356,-0.016445916218715006,0.7466834582283046
Qst_diff_CO2_N2,ligand_TPSA,-0.007165673051585886,-0.001175587063750356,0.9815810750771428
Qst_diff_CO2_N2,metal_Cu,-0.08195965038322714,-0.040685290090351246,0.42391520182252407
Qst_diff_CO2_N2,metal_Mn,0.0092972611917757,0.00693666327860452,0.8916404972390872
Qst_diff_CO2_N2,metal_Ni,-0.10727925857723172,-0.08336995346238221,0.10040660543335778
Qst_diff_CO2_N2,metal_Other,-0.013467190114815598,-0.005964717940046828,0.9067491172794411
Qst_diff_CO2_N2,metal_Zn,0.1020404852575969,0.05633069827517108,0.2678714690990636
Qst_diff_CO2_N2,metal_Zr,-0.026428614365964206,-0.01475364206116679,0.7719922348417347
Qst_diff_CO2_N2,topo_dia,0.18347025005002038,0.15596226008042527,0.0019325949729210865
Qst_diff_CO2_N2,topo_error,-0.10634337256995682,-0.08829369012401525,0.08174611704358199
Qst_diff_CO2_N2,topo_lim,-0.01373236084355767,-0.012039518513657185,0.8130799511881357
Qst_diff_CO2_N2,topo_lvt,0.0654268119513043,0.05637365968145193,0.2675055487097421
Qst_diff_CO2_N2,topo_ntt,0.10461758143733153,0.05526372286464241,0.2770689457086513
Qst_diff_CO2_N2,topo_pcu,-0.054111321123033955,-0.040693858885743346,0.42381744498783336
Qst_diff_CO2_N2,topo_pto,0.035112874101889305,0.023160457629791836,0.6491410175694023
Qst_diff_CO2_N2,topo_pts,0.14561583950885812,0.10902611315814627,0.03125916374296558
Qst_diff_CO2_N2,topo_tbo,0.06165472075732409,0.04606940822649848,0.3651066143532439
Qst_diff_CO2_N2,topo_tsy,0.1083955039697049,0.0895541179060108,0.0774481221577385
