Target,Feature,beta_std,semipartial,p_value
log10_PE_VSA_parasitic_energy,accessible_pore_vol,-0.011928271155827515,-0.009496160941604848,0.7619236041832966
log10_PE_VSA_parasitic_energy,has_oms,-0.01596590227774217,-0.012739056017432724,0.6844107561088072
log10_PE_VSA_parasitic_energy,density_g_cm3,0.0782526177153208,0.045797101500370224,0.1429524942715809
log10_PE_VSA_parasitic_energy,uc_volume_A3,-0.05393786559270691,-0.022801599674281685,0.4667089652529768
log10_PE_VSA_parasitic_energy,C_mass_frac,-0.04100056031322884,-0.026696903329817046,0.39399289785617475
log10_PE_VSA_parasitic_energy,N_mass_frac,-0.012308943903557067,-0.004961531033011679,0.8742407951805071
log10_PE_VSA_parasitic_energy,O_mass_frac,0.09414207263037733,0.03994255382407997,0.20167939898037923
log10_PE_VSA_parasitic_energy,catenation,-0.09164738611342518,-0.07568137908440602,0.015000052970958848
log10_PE_VSA_parasitic_energy,O_coord_ratio,0.01184443022067587,0.00374228184831345,0.9049757945597297
log10_PE_VSA_parasitic_energy,shortest_MM_dist,0.13296363729778155,0.09096996918943691,0.003349350671730836
log10_PE_VSA_parasitic_energy,ligand_MW,-0.4811353769488381,-0.025297140309064128,0.4193038548077257
log10_PE_VSA_parasitic_energy,ligand_LogP,-0.050933418270110026,-0.013188816834099299,0.6738952293599689
log10_PE_VSA_parasitic_energy,ligand_n_heavy,1.046419368973797,0.04834649938362728,0.1218835800182457
log10_PE_VSA_parasitic_energy,ligand_n_aromatic_rings,-0.4291048046025261,-0.10042618768721157,0.0011680064083710558
log10_PE_VSA_parasitic_energy,ligand_n_carboxylate,-0.07352817224356632,-0.025122075875041026,0.42253483835663075
log10_PE_VSA_parasitic_energy,ligand_n_N_hetero,0.0010832715209996195,0.000563608669455943,0.9856558480720127
log10_PE_VSA_parasitic_energy,ligand_n_halogen,-0.03748346613822135,-0.026099074440900046,0.4046888013203941
log10_PE_VSA_parasitic_energy,ligand_n_amino,-0.1504720934492896,-0.041167775615896754,0.18813483214531343
log10_PE_VSA_parasitic_energy,ligand_TPSA,-0.104330564005932,-0.01710339927030523,0.5852086944108403
log10_PE_VSA_parasitic_energy,metal_Cu,0.026904357596667927,0.013370968528885443,0.6696542574760884
log10_PE_VSA_parasitic_energy,metal_Mn,0.05934247694465919,0.04405541801726445,0.15886886876259196
log10_PE_VSA_parasitic_energy,metal_Ni,0.014769503330507631,0.011552546939873452,0.7124399020288144
log10_PE_VSA_parasitic_energy,metal_Other,-0.09562771852187898,-0.042161294877520794,0.17765039395140786
log10_PE_VSA_parasitic_energy,metal_Zn,-0.054704180952074445,-0.03022167923122813,0.33444871105214347
log10_PE_VSA_parasitic_energy,metal_Zr,-0.12407392592962502,-0.06843739537769065,0.02805484772199734
log10_PE_VSA_parasitic_energy,topo_dia,-0.00976775978782022,-0.008506189493830613,0.7861092183561684
log10_PE_VSA_parasitic_energy,topo_error,0.08016997446640033,0.06631107182055081,0.033381188610735996
log10_PE_VSA_parasitic_energy,topo_lim,-0.04247461241760548,-0.037111497069728994,0.23564272577422749
