Target,Feature,shap_main,shap_interaction_total,shap_interaction_share
N2_Qst_Widom,metal_Zn,0.0028685683,0.0086121615,0.7501405817633441
N2_Qst_Widom,metal_Zr,0.0,0.0,0.0
N2_Qst_Widom,topo_Other,0.0077445703,0.015590976,0.6681213210639206
N2_Qst_Widom,topo_dia,0.054195963,0.09049225,0.625429280041058
N2_Qst_Widom,topo_error,0.059531894,0.09584705,0.6168599764578268
N2_Qst_Widom,topo_lim,0.0,0.0,0.0
N2_Qst_Widom,topo_lvt,0.0,0.0,0.0
N2_Qst_Widom,topo_ntt,0.0,0.0,0.0
N2_Qst_Widom,topo_pcu,0.092526376,0.16759342,0.6442932151174818
N2_Qst_Widom,topo_pto,0.0,0.0,0.0
N2_Qst_Widom,topo_pts,0.007015373,0.011399878,0.6190454708470589
N2_Qst_Widom,topo_tbo,0.002005226,0.0028947522,0.5907683852905624
N2_Qst_Widom,topo_tsy,0.0087491935,0.015671842,0.6417353319223598
N2_Qst_GCMC_flue_mean,LCD_A,0.26518145,0.4533664,0.6309481227727027
N2_Qst_GCMC_flue_mean,PLD_A,0.40176818,0.6800308,0.6286110485440239
N2_Qst_GCMC_flue_mean,LFPD_A,0.09819647,0.14902557,0.6028005296890351
N2_Qst_GCMC_flue_mean,LCD_PLD_ratio,0.112397,0.1853632,0.6225251406870816
N2_Qst_GCMC_flue_mean,pore_vol_cm3_g,0.29337996,0.44919357,0.6049146208837416
N2_Qst_GCMC_flue_mean,ASA_m2_cm3,0.065065876,0.17904536,0.7334580919987915
N2_Qst_GCMC_flue_mean,ASA_m2_g,0.15419212,0.23529069,0.6041106142717215
N2_Qst_GCMC_flue_mean,NASA_m2_cm3,0.021680951,0.034334086,0.6129440900126016
N2_Qst_GCMC_flue_mean,NASA_m2_g,0.030506939,0.045654416,0.5994433294345861
N2_Qst_GCMC_flue_mean,void_fraction,1.2261682,1.5944133,0.5652782295336707
N2_Qst_GCMC_flue_mean,accessible_pore_vol,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,has_oms,0.009058954,0.030340282,0.7700728487821739
N2_Qst_GCMC_flue_mean,density_g_cm3,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,uc_volume_A3,0.17941837,0.42407084,0.7026982768851835
N2_Qst_GCMC_flue_mean,C_mass_frac,0.10259432,0.19984408,0.660776117888871
N2_Qst_GCMC_flue_mean,N_mass_frac,0.02795803,0.06481639,0.6986450820726411
N2_Qst_GCMC_flue_mean,O_mass_frac,0.13380152,0.22504903,0.6271386258927567
N2_Qst_GCMC_flue_mean,catenation,0.006487103,0.007896348,0.5489884073893093
N2_Qst_GCMC_flue_mean,O_coord_ratio,0.012045911,0.0226081,0.652394901707778
N2_Qst_GCMC_flue_mean,shortest_MM_dist,0.12509695,0.22595876,0.64365500160053
N2_Qst_GCMC_flue_mean,ligand_MW,0.04428482,0.109694585,0.7123977694383525
N2_Qst_GCMC_flue_mean,ligand_LogP,0.03153347,0.08000912,0.7172966226889792
N2_Qst_GCMC_flue_mean,ligand_n_heavy,0.0126789855,0.025049612,0.6639423212988165
N2_Qst_GCMC_flue_mean,ligand_n_aromatic_rings,0.018041546,0.04346264,0.7066615287290773
N2_Qst_GCMC_flue_mean,ligand_n_carboxylate,0.008619876,0.027048726,0.7583343716369305
N2_Qst_GCMC_flue_mean,ligand_n_N_hetero,0.009340564,0.014430889,0.6070680043831059
N2_Qst_GCMC_flue_mean,ligand_n_halogen,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,ligand_n_amino,0.002799854,0.009360319,0.7697521445138975
N2_Qst_GCMC_flue_mean,ligand_TPSA,0.01937268,0.052441552,0.7302389948463185
N2_Qst_GCMC_flue_mean,metal_Co,0.00804416,0.015714584,0.6614232051488322
N2_Qst_GCMC_flue_mean,metal_Cu,0.026810722,0.045151684,0.6274343123695052
N2_Qst_GCMC_flue_mean,metal_Mn,0.01850183,0.040739242,0.6876857737871206
N2_Qst_GCMC_flue_mean,metal_Ni,0.010749197,0.015010784,0.5827172354743325
N2_Qst_GCMC_flue_mean,metal_Other,0.00548648,0.011606958,0.6790300065964527
N2_Qst_GCMC_flue_mean,metal_Zn,0.0032011713,0.006503069,0.6701265699154592
N2_Qst_GCMC_flue_mean,metal_Zr,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,topo_Other,0.010724158,0.019855957,0.6493094533730382
N2_Qst_GCMC_flue_mean,topo_dia,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,topo_error,0.064384066,0.09800631,0.6035228651821544
N2_Qst_GCMC_flue_mean,topo_lim,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,topo_lvt,0.0011687849,0.0023405962,0.6669541181792361
N2_Qst_GCMC_flue_mean,topo_ntt,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,topo_pcu,0.01188741,0.01809768,0.6035559924117837
N2_Qst_GCMC_flue_mean,topo_pto,0.0,0.0,0.0
N2_Qst_GCMC_flue_mean,topo_pts,0.0056147785,0.009015159,0.6162130645531101
N2_Qst_GCMC_flue_mean,topo_tbo,0.000453389,0.0008643898,0.6559445291575222
N2_Qst_GCMC_flue_mean,topo_tsy,0.0028205554,0.003686806,0.5665592825238029
N2_ads_0.75bar,LCD_A,0.03214943,0.05259743,0.6206416334806858
N2_ads_0.75bar,PLD_A,0.015705483,0.028541066,0.6450461727739124
N2_ads_0.75bar,LFPD_A,0.0053988495,0.010698009,0.6646023141395063
N2_ads_0.75bar,LCD_PLD_ratio,0.003969676,0.010116255,0.7181815013692452
N2_ads_0.75bar,pore_vol_cm3_g,0.010536748,0.023367792,0.6892230799294057
N2_ads_0.75bar,ASA_m2_cm3,0.0064068357,0.0115021765,0.6422563148976967
N2_ads_0.75bar,ASA_m2_g,0.0066151023,0.012513647,0.6541800908723339
N2_ads_0.75bar,NASA_m2_cm3,0.0011510053,0.0020653023,0.642134580415173
N2_ads_0.75bar,NASA_m2_g,0.0,0.0,0.0
N2_ads_0.75bar,void_fraction,0.008971115,0.019015374,0.679448340263182
N2_ads_0.75bar,accessible_pore_vol,0.0,0.0,0.0
N2_ads_0.75bar,has_oms,0.00022945163,0.0004905829,0.6813324604996934
N2_ads_0.75bar,density_g_cm3,0.0,0.0,0.0
N2_ads_0.75bar,uc_volume_A3,0.007587413,0.013991578,0.6483889005021176
N2_ads_0.75bar,C_mass_frac,0.015747592,0.028797846,0.6464825016632939
N2_ads_0.75bar,N_mass_frac,0.0047577713,0.010284209,0.6837004648672846
N2_ads_0.75bar,O_mass_frac,0.0040798793,0.008972762,0.6874288404313611
N2_ads_0.75bar,catenation,0.00042850574,0.0009301014,0.684599239312985
N2_ads_0.75bar,O_coord_ratio,0.00029728803,0.0011178949,0.7899295908505402
N2_ads_0.75bar,shortest_MM_dist,0.008829595,0.017282624,0.6618596764540322
N2_ads_0.75bar,ligand_MW,0.0048682634,0.011347324,0.699778776495419
N2_ads_0.75bar,ligand_LogP,0.0040856726,0.009079154,0.6896523987380742
N2_ads_0.75bar,ligand_n_heavy,0.003964532,0.009721149,0.7103153150427076
N2_ads_0.75bar,ligand_n_aromatic_rings,0.016272236,0.03531778,0.6845855559592557
N2_ads_0.75bar,ligand_n_carboxylate,0.00047984882,0.0015184139,0.7598669983274513
N2_ads_0.75bar,ligand_n_N_hetero,0.00019267919,0.00050229416,0.7227531410170446
N2_ads_0.75bar,ligand_n_halogen,9.836148e-05,0.00018753091,0.6559492679425207
N2_ads_0.75bar,ligand_n_amino,0.00085465185,0.0020767297,0.7084474034031296
N2_ads_0.75bar,ligand_TPSA,0.0019764064,0.0037568845,0.6552754238003642
N2_ads_0.75bar,metal_Co,0.00092390773,0.001975785,0.6813773405028283
N2_ads_0.75bar,metal_Cu,0.0006397496,0.001125584,0.6376041436368147
N2_ads_0.75bar,metal_Mn,8.7809865e-05,0.00015789579,0.6426217124408355
N2_ads_0.75bar,metal_Ni,0.00019095409,0.00029690258,0.6085856572781521
N2_ads_0.75bar,metal_Other,0.0001354026,0.0005183318,0.7928782743426857
N2_ads_0.75bar,metal_Zn,0.0002969478,0.00074207666,0.7142052027646166
N2_ads_0.75bar,metal_Zr,0.0,0.0,0.0
N2_ads_0.75bar,topo_Other,0.0011253351,0.0019018435,0.6282561196198708
N2_ads_0.75bar,topo_dia,0.0004243795,0.00061113917,0.5901768485902387
N2_ads_0.75bar,topo_error,0.0042575323,0.0076413755,0.6421913369901238
N2_ads_0.75bar,topo_lim,0.0,0.0,0.0
N2_ads_0.75bar,topo_lvt,0.0,0.0,0.0
N2_ads_0.75bar,topo_ntt,0.0,0.0,0.0
N2_ads_0.75bar,topo_pcu,0.0,0.0,0.0
N2_ads_0.75bar,topo_pto,0.0,0.0,0.0
N2_ads_0.75bar,topo_pts,0.0,0.0,0.0
N2_ads_0.75bar,topo_tbo,0.0005155994,0.00089959265,0.6356682525140571
N2_ads_0.75bar,topo_tsy,0.00018027476,0.00028091724,0.6091112840181285
Qst_diff_CO2_N2,LCD_A,0.13670067,0.25732157,0.6530635815574033
Qst_diff_CO2_N2,PLD_A,0.20583834,0.34784997,0.6282415084448834
Qst_diff_CO2_N2,LFPD_A,0.19559555,0.30129725,0.6063626629842755
Qst_diff_CO2_N2,LCD_PLD_ratio,0.062801324,0.1401926,0.6906245843298559
Qst_diff_CO2_N2,pore_vol_cm3_g,0.062300507,0.16266696,0.7230688299361042
Qst_diff_CO2_N2,ASA_m2_cm3,0.1066618,0.26228836,0.7109045919770314
Qst_diff_CO2_N2,ASA_m2_g,0.3992936,0.60173094,0.601115109532313
Qst_diff_CO2_N2,NASA_m2_cm3,0.0068230033,0.014075065,0.6735103365984699
Qst_diff_CO2_N2,NASA_m2_g,0.14524089,0.19907337,0.5781734521897783
Qst_diff_CO2_N2,void_fraction,0.3586938,0.58443534,0.6196768745804139
Qst_diff_CO2_N2,accessible_pore_vol,0.0,0.0,0.0
Qst_diff_CO2_N2,has_oms,0.0014317227,0.004324922,0.7512921542420594
Qst_diff_CO2_N2,density_g_cm3,0.0,0.0,0.0
Qst_diff_CO2_N2,uc_volume_A3,0.3212472,0.55183786,0.632055123669942
Qst_diff_CO2_N2,C_mass_frac,0.09143167,0.17409348,0.6556572018347512
Qst_diff_CO2_N2,N_mass_frac,0.07914004,0.18677957,0.7023910816129355
Qst_diff_CO2_N2,O_mass_frac,0.14510924,0.2386059,0.6218308031209989
Qst_diff_CO2_N2,catenation,0.15626429,0.20053533,0.5620390992188861
Qst_diff_CO2_N2,O_coord_ratio,0.019222224,0.048025392,0.7141575581597052
Qst_diff_CO2_N2,shortest_MM_dist,0.23587805,0.41233206,0.6361086516318543
Qst_diff_CO2_N2,ligand_MW,0.19333111,0.3075956,0.6140530946819286
Qst_diff_CO2_N2,ligand_LogP,0.05256914,0.10339901,0.6629495325435228
Qst_diff_CO2_N2,ligand_n_heavy,0.0049853125,0.011133849,0.6907213260076079
Qst_diff_CO2_N2,ligand_n_aromatic_rings,0.030465499,0.06427368,0.6784276605884958
Qst_diff_CO2_N2,ligand_n_carboxylate,0.016876427,0.029549187,0.6364845648905803
Qst_diff_CO2_N2,ligand_n_N_hetero,0.086364694,0.165774,0.6574714631282647
Qst_diff_CO2_N2,ligand_n_halogen,0.015674898,0.026347997,0.6269914679559515
Qst_diff_CO2_N2,ligand_n_amino,0.043706972,0.07443104,0.6300346185947163
Qst_diff_CO2_N2,ligand_TPSA,0.053842414,0.14950958,0.7352255534461839
Qst_diff_CO2_N2,metal_Co,0.0026815864,0.0041513094,0.6075475896802012
Qst_diff_CO2_N2,metal_Cu,0.015945293,0.027715284,0.6347896898220289
Qst_diff_CO2_N2,metal_Mn,0.0,0.0,0.0
Qst_diff_CO2_N2,metal_Ni,0.008775884,0.011993689,0.5774644009271246
Qst_diff_CO2_N2,metal_Other,0.0044604354,0.0106350975,0.7045195158554325
Qst_diff_CO2_N2,metal_Zn,0.049669128,0.10659395,0.6821441724177207
Qst_diff_CO2_N2,metal_Zr,0.0,0.0,0.0
Qst_diff_CO2_N2,topo_Other,0.005448205,0.013955155,0.7192133126891243
Qst_diff_CO2_N2,topo_dia,0.0009906412,0.0017726603,0.6415008394001811
Qst_diff_CO2_N2,topo_error,0.041217443,0.07508223,0.6455927610079818
Qst_diff_CO2_N2,topo_lim,0.0,0.0,0.0
Qst_diff_CO2_N2,topo_lvt,0.0,0.0,0.0
Qst_diff_CO2_N2,topo_ntt,0.0,0.0,0.0
Qst_diff_CO2_N2,topo_pcu,0.0032291296,0.006038147,0.6515557456680166
Qst_diff_CO2_N2,topo_pto,0.0,0.0,0.0
Qst_diff_CO2_N2,topo_pts,0.0,0.0,0.0
Qst_diff_CO2_N2,topo_tbo,0.004861033,0.008748734,0.6428276395071042
Qst_diff_CO2_N2,topo_tsy,0.027690874,0.035568506,0.5622645464917424
